"x"
"1"	-0.302062236497691
"2"	-0.317247722405861
"3"	-0.319526267195648
"4"	-0.322270966982167
"5"	-0.320538644250444
"6"	-0.323276919293695
"7"	-0.316083935003552
"8"	-0.316187868881785
"9"	-0.31427305328286
"10"	-0.317167184498206
"11"	-0.315570570686057
"12"	-0.32291404694476
"13"	-0.320519934840879
"14"	-0.320447560836234
"15"	-0.298305700693961
"16"	-0.313789388387655
"17"	-0.320265106607638
"18"	-0.32020668438508
"19"	-0.321231613670426
"20"	-0.316288611923535
"21"	-0.321556010493606
"22"	-0.320577412840853
"23"	-0.319267146778952
"24"	-0.323499006956481
"25"	-0.318799749901092
"26"	-0.315588371206394
"27"	-0.313926842753632
"28"	-0.279653369046892
"29"	-0.307035339710657
"30"	-0.31317115085524
"31"	-0.274548937028774
"32"	-0.258992911851288
"33"	-0.272908961856039
"34"	-0.311024805884902
"35"	-0.310152261226377
"36"	-0.316981940053908
"37"	-0.317514132498623
"38"	-0.32000730374254
"39"	-0.300815835436679
"40"	-0.309127722821048
"41"	-0.313725092356226
"42"	-0.318093537197957
"43"	-0.318055749092629
"44"	-0.314991260678925
"45"	-0.314539015491741
"46"	-0.319914267342096
"47"	-0.317133114410417
"48"	-0.3209070437373
"49"	-0.319809118411634
"50"	-0.318998337293961
"51"	-0.317348998168828
"52"	-0.294278211740613
"53"	-0.310013557950533
"54"	-0.309310317815977
"55"	-0.314442011002274
"56"	-0.321270787619183
"57"	-0.317510057699405
"58"	-0.313873242481972
"59"	-0.320030904955684
"60"	-0.317831841710773
"61"	-0.313000951667762
"62"	-0.317267944467762
"63"	-0.316466245365631
"64"	-0.315278241361368
"65"	-0.268361582653464
"66"	-0.296281988680195
"67"	-0.248413681450799
"68"	-0.237616871079663
"69"	-0.284298206478863
"70"	-0.259166478137185
"71"	-0.182901385649201
"72"	-0.183542168383304
"73"	-0.261261857024414
"74"	-0.299467648035666
"75"	-0.307837641695382
"76"	-0.311260273021163
"77"	-0.316829470802602
"78"	-0.321519206790764
"79"	-0.184441041447105
"80"	-0.166062514934369
"81"	-0.168593980567851
"82"	-0.149586538787256
"83"	-0.149192285275222
"84"	-0.154762591347602
"85"	-0.164632670625044
"86"	-0.156586807200293
"87"	-0.181715972614911
"88"	-0.166587737331972
"89"	-0.169752347679947
"90"	-0.158051220795648
"91"	-0.149670160966066
"92"	-0.143063646161616
"93"	-0.147157517217123
"94"	-0.149597428862469
"95"	-0.151747021490746
"96"	-0.149339039256217
"97"	-0.146517656208348
"98"	-0.154316163014742
"99"	-0.152610607319147
"100"	-0.145789918238588
"101"	-0.152640493922025
"102"	-0.127448624392096
"103"	-0.139412819015453
"104"	-0.14434768561341
"105"	-0.148874129242185
"106"	-0.165342456607647
"107"	-0.154090577082186
"108"	-0.144437623521421
"109"	-0.149233523281563
"110"	-0.151038458700444
"111"	-0.155862032970249
"112"	-0.133662941188742
"113"	-0.153369141304885
"114"	-0.157938377167531
"115"	-0.162543324083153
"116"	-0.15652951054651
"117"	-0.163679564812052
"118"	-0.168065245940062
"119"	-0.175383974813472
"120"	-0.184105899193686
"121"	-0.180442640651847
"122"	-0.174398329832504
"123"	-0.163471247354618
"124"	-0.166656408551155
"125"	-0.174276374280044
"126"	-0.180951466405151
"127"	-0.165066433112522
"128"	-0.150360060837762
"129"	-0.153427048555062
"130"	-0.152499657505684
"131"	-0.131343938047957
"132"	-0.136483940951012
"133"	-0.162448619789432
"134"	-0.165936002273348
"135"	-0.0993069641058615
"136"	-0.125569592367584
"137"	-0.105479620385435
"138"	-0.113763397237611
"139"	-0.132080872410383
"140"	-0.143442197256821
"141"	-0.132035155858721
"142"	-0.140336209345382
"143"	-0.160703450389254
"144"	-0.149334137949964
"145"	-0.136048655224769
"146"	-0.127180712905861
"147"	-0.148131628480573
"148"	-0.165816919826203
"149"	-0.167082350085169
"150"	-0.168689873757993
"151"	-0.204071203046359
"152"	-0.207815531836856
"153"	-0.209619433847691
"154"	-0.190346656158437
"155"	-0.193670660034636
"156"	-0.20266457510373
"157"	-0.200768824584076
"158"	-0.198637353989254
"159"	-0.199868954461723
"160"	-0.206351538415719
"161"	-0.199678731086918
"162"	-0.197992552680551
"163"	-0.216660363766874
